Timestamp,head
2025-05-09,-3.479846153846154
2025-05-10,-3.484666666666667
2025-05-11,-3.483791666666667
2025-05-12,-3.4805833333333336
2025-05-13,-3.4877083333333334
2025-05-14,-3.498083333333333
2025-05-15,-3.5063333333333335
2025-05-16,-3.5120416666666667
2025-05-17,-3.4992083333333333
2025-05-18,-3.498125
2025-05-19,-3.4949166666666667
2025-05-20,-3.49525
2025-05-21,-3.4907500000000002
2025-05-22,-3.4894583333333333
2025-05-23,-3.4939583333333335
2025-05-24,-3.4877916666666664
2025-05-25,-3.472916666666667
2025-05-26,-3.4754166666666664
2025-05-27,-3.4754166666666664
2025-05-28,-3.454083333333333
2025-05-29,-3.457125
2025-05-30,-3.453125
2025-05-31,-3.4485833333333336
2025-06-01,-3.451041666666667
2025-06-02,-3.456666666666667
2025-06-03,-3.464166666666667
2025-06-04,-3.4587916666666665
2025-06-05,-3.4622083333333333
2025-06-06,-3.455916666666667
2025-06-07,-3.4215416666666667
2025-06-08,-3.3056666666666668
2025-06-09,-3.250666666666667
2025-06-10,-3.249625
2025-06-11,-3.2779583333333338
2025-06-12,-3.299416666666666
2025-06-13,-3.331041666666667
2025-06-14,-3.3565
2025-06-15,-3.3785416666666666
2025-06-16,-3.4000416666666666
2025-06-17,-3.41675
2025-06-18,-3.426833333333333
2025-06-19,-3.438166666666667
2025-06-20,-3.4501666666666666
2025-06-21,-3.4515
2025-06-22,-3.452625
2025-06-23,-3.4593333333333334
2025-06-24,-3.4735833333333335
2025-06-25,-3.4832083333333337
2025-06-26,-3.4917083333333334
2025-06-27,-3.50225
2025-06-28,-3.51675
2025-06-29,-3.5184166666666665
2025-06-30,-3.5
2025-07-01,-3.512541666666667
2025-07-02,-3.5265
2025-07-03,-3.5505416666666663
2025-07-04,-3.5706666666666664
2025-07-05,-3.583
