Timestamp,head
2025-01-20,-2.5290909090909093
2025-01-21,-2.5395416666666666
2025-01-22,-2.5713333333333335
2025-01-23,-2.549208333333333
2025-01-24,-2.5063333333333335
2025-01-25,-2.4972499999999997
2025-01-26,-2.510375
2025-01-27,-2.3740416666666664
2025-01-28,-2.358541666666667
2025-01-29,-2.3340833333333335
2025-01-30,-2.3894583333333332
2025-01-31,-2.4689166666666664
2025-02-01,-2.504739130434783
2025-02-02,-2.524125
2025-02-03,-2.5418333333333334
2025-02-04,-2.539875
2025-02-05,-2.569125
2025-02-06,-2.5857391304347828
2025-02-07,-2.5766666666666667
2025-02-08,-2.589583333333333
2025-02-09,-2.6460434782608697
2025-02-10,-2.665583333333333
2025-02-11,-2.612458333333333
2025-02-12,-2.4319166666666665
2025-02-13,-2.345833333333333
2025-02-14,-2.4287083333333332
2025-02-15,-2.4915217391304347
2025-02-16,-2.543142857142857
2025-02-17,-2.5795
2025-02-18,-2.5978695652173913
2025-02-19,-2.6013636363636365
2025-02-20,-2.5983809523809525
2025-02-21,-2.6170416666666667
2025-02-22,-2.626375
2025-02-23,-2.598217391304348
2025-02-24,-2.5634166666666665
2025-02-25,-2.4530833333333333
2025-02-26,-2.4575416666666667
2025-02-27,-2.442875
2025-02-28,-2.4350869565217392
2025-03-01,-2.5073333333333334
2025-03-02,-2.5451739130434783
2025-03-03,-2.5715
2025-03-04,-2.5891739130434783
2025-03-05,-2.592916666666667
2025-03-06,-2.614375
2025-03-07,-2.636173913043478
2025-03-08,-2.6512083333333334
2025-03-09,-2.658333333333333
2025-03-10,-2.673125
2025-03-11,-2.6834583333333337
2025-03-12,-2.68425
2025-03-13,-2.687708333333333
2025-03-14,-2.7003749999999997
2025-03-15,-2.710909090909091
2025-03-16,-2.7162916666666668
2025-03-17,-2.720708333333333
2025-03-18,-2.7140833333333334
2025-03-19,-2.731291666666667
2025-03-20,-2.7455833333333337
2025-03-21,-2.7435833333333335
2025-03-22,-2.7447083333333335
2025-03-23,-2.7453333333333334
2025-03-24,-2.7542500000000003
2025-03-25,-2.7592499999999998
2025-03-26,-2.763208333333333
2025-03-27,-2.7581666666666664
2025-03-28,-2.765333333333333
2025-03-29,-2.776875
2025-03-30,-2.7763478260869565
2025-03-31,-2.8007500000000003
2025-04-01,-2.813833333333333
2025-04-02,-2.81175
2025-04-03,-2.818
2025-04-04,-2.819130434782609
2025-04-05,-2.8190416666666667
2025-04-06,-2.8262608695652176
2025-04-07,-2.825208333333333
2025-04-08,-2.8149565217391306
2025-04-09,-2.8057499999999997
2025-04-10,-2.8004583333333333
2025-04-11,-2.791625
2025-04-12,-2.781916666666666
2025-04-13,-2.7714583333333334
2025-04-14,-2.792375
2025-04-15,-2.7864166666666663
2025-04-16,-2.7893749999999997
2025-04-17,-2.79575
2025-04-18,-2.8042916666666664
2025-04-19,-2.809125
2025-04-20,-2.8162083333333334
2025-04-21,-2.8193333333333332
2025-04-22,-2.8154583333333334
2025-04-23,-2.820391304347826
2025-04-24,-2.827833333333333
2025-04-25,-2.8234166666666667
2025-04-26,-2.827291666666667
2025-04-27,-2.8355833333333336
2025-04-28,-2.849083333333333
2025-04-29,-2.8629583333333333
2025-04-30,-2.8657083333333335
2025-05-01,-2.8670833333333334
2025-05-02,-2.8711249999999997
2025-05-03,-2.8711249999999997
2025-05-04,-2.8796666666666666
2025-05-05,-2.89325
2025-05-06,-2.892791666666666
2025-05-07,-2.8886249999999998
2025-05-08,-2.888083333333333
2025-05-09,-2.902958333333333
2025-05-10,-2.911583333333333
2025-05-11,-2.9137916666666666
2025-05-12,-2.925333333333333
2025-05-13,-2.943583333333333
2025-05-14,-2.9499999999999997
2025-05-15,-2.9626250000000005
2025-05-16,-2.9551250000000002
2025-05-17,-2.94725
2025-05-18,-2.9545833333333333
2025-05-19,-2.968
2025-05-20,-2.9799166666666665
2025-05-21,-2.9745833333333334
2025-05-22,-2.988208333333333
2025-05-23,-2.9795833333333337
2025-05-24,-2.94975
2025-05-25,-2.9194166666666668
2025-05-26,-2.936208333333333
2025-05-27,-2.9401666666666664
2025-05-28,-2.90925
2025-05-29,-2.8992916666666666
2025-05-30,-2.886791666666667
2025-05-31,-2.8989583333333333
2025-06-01,-2.9140416666666664
2025-06-02,-2.933875
2025-06-03,-2.9417916666666666
2025-06-04,-2.9447083333333333
2025-06-05,-2.9375416666666667
2025-06-06,-2.9287083333333332
2025-06-07,-2.91025
2025-06-08,-2.3975833333333334
2025-06-09,-2.500625
2025-06-10,-2.698
2025-06-11,-2.7775833333333337
2025-06-12,-2.823
2025-06-13,-2.858416666666667
2025-06-14,-2.871916666666667
2025-06-15,-2.8847916666666666
2025-06-16,-2.9013333333333335
2025-06-17,-2.908041666666666
2025-06-18,-2.916916666666667
2025-06-19,-2.922166666666667
2025-06-20,-2.9307083333333335
2025-06-21,-2.9295999999999998
2025-06-22,-2.930478260869565
2025-06-23,-2.9247391304347827
2025-06-24,-2.9299166666666667
2025-06-25,-2.93725
2025-06-26,-2.9223913043478262
2025-06-27,-2.9259583333333334
2025-06-28,-2.9409166666666664
2025-06-29,-2.965375
2025-06-30,-2.985
2025-07-01,-3.0100833333333337
2025-07-02,-3.017791666666666
2025-07-03,-3.017666666666667
2025-07-04,-3.0219583333333335
2025-07-05,-3.017375
2025-07-06,-2.9953333333333334
2025-07-07,-2.973625
2025-07-08,-2.93925
